Label|m|h|Hm0 toe|Tm1,0t|β|ht|Bt|hb|B|cotad|cotau|gf_d|gf_u|D50_d|D50_u|Ac|Rc|Gc|Lm0|Kr|Kt|q
E-48.68|111.1111|0.43|0.1586|1.661|0.0|0.43|0.0|-0.16|0.0|2.0|50.0|1.0|1.0|0.0|0.0|0.17|0.209996|0.0|4.307530923697843|0|0|1
E-48.133|111.1111|0.46|0.1467|2.157|0.0|0.46|0.0|-0.085|0.0|3.03|50.0|1.0|1.0|0.0|0.0|0.09|0.17|0.0|7.264227371719541|0|0|1
F-33.53|50.0|0.255|0.0506|1.12790514|0.0|0.098|0.36|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.217|0.217|0.0|1.9862517397353265|0|0|1
E-15.236|20.0|0.47|0.08871|1.291|0.0|0.44|0.0|0.04|0.4|1.25|1.25|0.4|0.4|0.0198|0.0198|0.11|0.11|0.24|2.602205698329037|0|0|1
D-41.39|10.0|0.30000000000000004|0.237|3.441|0.0|0.30000000000000004|0.0|0.0|0.0|1.0|1.0|1.0|1.0|0.0|0.0|0.8599999999999999|0.86|0.0|18.4866612922069|0|0|1
A-41.127|82.9264951|0.3|0.1379|1.631|0.0|0.3|0.0|0.0|0.0|4.0|4.0|0.4|0.4|0.0625|0.0625|0.125|0.125|0.2|4.1533359489144415|0|0|1
A-34.98|52.0|0.5|0.161|1.7454545455|0.0|0.5|0.0|-0.055|0.15|2.0|0.0|0.55|0.55|0.045|0.045|0.14|0.14|0.0|4.756705085800618|0|0|1
D-20.47|1000.0|0.68|0.19|1.66|0.0|0.68|0.0|0.08|0.4|4.0|4.0|1.0|1.0|0.0|0.0|0.2|0.2|0.0|4.302345813215303|0|0|1
G-19.5|1000.0|0.7|0.03|0.6899515|0.0|0.7|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.09|0.09|0.0|0.7432351922582089|0|0|1
G-2.32|1000.0|0.545|0.09306|1.374|10.0|0.515|0.13|0.0|0.0|2.0|2.0|0.4|0.4|0.042|0.042|0.07|0.07|0.13|2.9475596619500855|0|0|1
A-35.35|1000.0|0.75|0.24457788|1.6181818182|0.0|0.75|0.0|0.0|0.0|2.0|2.0|0.4|0.4|0.051|0.051|0.35|0.35|0.204|4.0883095685233295|0|0|1
D-43.298|1000.0|0.55|0.1316|1.823|0.0|0.55|0.0|0.0|0.0|0.577350269189626|0.577350269189626|1.0|1.0|0.0|0.0|0.019999999999999907|0.019999999999999907|0.0|5.188746773511032|0|0|1
C-24.13|100.0|0.36|0.1614|1.8376413197|0.0|0.2|0.0888888889|0.0|0.0|1.3333333333|1.3351955307|0.38|0.38|0.049873|0.049873|0.1977777778|0.2|0.1777777778|5.272427711635159|0|0|1
B-9.28|100.0|0.3531108|0.084521|1.9886364|0.0|0.3531108|0.0|0.0|0.0|2.0|2.0|0.55|0.55|0.07924800000000001|0.07924800000000001|0.1404518|0.1404518|0.0|6.174473172190624|0|0|1
G-3.11|1000.0|0.515|0.08312|1.062|10.0|0.485|0.13|0.0|0.0|2.0|2.0|0.47|0.47|0.04|0.04|0.1|0.1|0.13|1.7609141063144147|0|0|1
E-20.21|20.0|0.16|0.0741|1.0282|0.0|0.16|0.0|0.08|0.4|1.0|1.0|1.0|1.0|0.0|0.0|0.1|0.1|0.0|1.6506094914229743|0|0|1
D-43.62|1000.0|0.525|0.06736|1.153|0.0|0.525|0.0|0.0|0.0|2.1445069205095586|2.1445069205095586|1.0|1.0|0.0|0.0|0.04499999999999993|0.04499999999999993|0.0|2.075619554797773|0|0|1
C-24.9|100.0|0.36|0.1858|1.9677398202|0.0|0.2|0.0888888889|0.0|0.0|1.3333333333|1.3351955307|0.38|0.38|0.049873|0.049873|0.1977777778|0.1666666667|0.1777777778|6.0453922879854805|0|0|1
F-21.57|50.0|0.7|0.15|1.527|0.0|0.7|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.103|0.103|0.0|3.640551785710083|0|0|1
G-4.58|1000.0|0.455|0.114|1.451|0.0|0.425|0.13|0.0|0.0|2.0|2.0|0.4|0.4|0.042|0.042|0.16|0.16|0.13|3.287183617901478|0|0|1
C-2.12|1000.0|0.6755|0.07213|1.093|0.0|0.6755|0.0|0.0|0.0|1.5|1.5|0.47|0.47|0.033|0.033|0.128|0.128|0.09905937136370585|1.8652174203120366|0|0|1
F-38.224|1000.0|0.65|0.09|1.7272727|0.0|0.5|0.15|0.05|0.0|0.0|-1.7320508|1.0|1.0|0.0|0.0|0.1|0.1|0.0|4.658123051373019|0|0|1
A-39.164|1000.0|0.59|0.1021|2.0|0.0|0.59|0.0|0.0|0.0|1.5|1.5|0.4|0.4|0.06|0.06|0.11|0.2|0.24|6.245239966925974|0|0|1
D-22.179|50.0|0.3|0.15605|2.0920651997|0.0|0.3|0.0|0.0|0.0|4.0|4.0|1.0|1.0|0.0|0.0|0.2|0.2|0.0|6.833442896700104|0|0|1
F-11.52|1000.0|0.85|0.10233333333333333|1.404002984386176|0.0|0.85|0.0|0.3|0.6666666666666666|2.0|0.0|1.0|1.0|0.0|0.0|0.03|0.03|0.0|3.077692320696786|0|0|1
D-31.5|1000.0|0.68|0.195|1.6545454545|0.0|0.68|0.0|-0.08|0.4|3.0|0.0|1.0|1.0|0.0|0.0|0.25|0.25|0.0|4.274118360601025|0|0|1
D-45.15|120.0|0.44|0.1025|1.272|0.0|0.44|0.0|0.0|0.0|2.0|2.0|1.0|1.0|0.0|0.0|0.13|0.18|0.0|2.5261745856616886|0|0|1
G-2.11|1000.0|0.515|0.07682|1.059|10.0|0.485|0.13|0.0|0.0|2.0|2.0|0.4|0.4|0.042|0.042|0.1|0.1|0.13|1.7509794908370269|0|0|1
D-43.363|1000.0|0.5|0.1749|1.904|0.0|0.5|0.0|0.0|0.0|0.36397023426620245|0.36397023426620245|1.0|1.0|0.0|0.0|0.06999999999999995|0.06999999999999995|0.0|5.660085962984877|0|0|1
F-21.60|50.0|0.7|0.19|1.745|0.0|0.7|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.103|0.103|0.0|4.7542279575721915|0|0|1
E-15.14|20.0|0.47|0.1254|1.485|0.0|0.44|0.0|0.04|0.4|1.25|1.25|0.4|0.4|0.0198|0.0198|0.11|0.11|0.31|3.4430398265160833|0|0|1
G-2.29|1000.0|0.545|0.07112|1.229|10.0|0.515|0.13|0.0|0.0|2.0|2.0|0.4|0.4|0.042|0.042|0.07|0.07|0.13|2.358266625220909|0|0|1
C-30.5|50.0|0.405|0.129|1.2616600791|0.0|0.405|0.0|0.0|0.0|2.0|2.0|0.47|0.47|0.047|0.047|0.081|0.1917|0.351|2.4852716288052155|0|0|1
E-22.9|50.0|2.45|0.9268|4.43|0.0|1.8|1.0|0.9|1.0|3.0|0.0|0.46|0.46|0.259086063078286|0.259086063078286|0.6|0.6|0.0|30.64055245673138|0|0|1
D-21.14|52.0|0.4|0.128|1.7454545455|0.0|0.4|0.0|-0.155|0.15|2.0|0.0|1.0|1.0|0.0|0.0|0.3|0.3|0.0|4.756705085800618|0|0|1
E-48.114|111.1111|0.46|0.1352|1.634|0.0|0.46|0.0|-0.085|0.0|2.0|50.0|1.0|1.0|0.0|0.0|0.09|0.17|0.0|4.16862898028345|0|0|1
A-35.235|1000.0|0.75|0.18|2.1545454545|0.0|0.75|0.0|0.0|0.0|2.0|2.0|0.6|0.6|0.051|0.051|0.35|0.35|0.204|7.247704208418673|0|0|1
E-15.26|20.0|0.47|0.1182|1.446|0.0|0.44|0.0|0.04|0.4|1.25|1.25|0.4|0.4|0.0198|0.0198|0.11|0.11|0.38|3.264568042671247|0|0|1
E-15.3|20.0|0.47|0.08811|1.667|0.0|0.44|0.0|0.04|0.4|1.25|1.25|0.4|0.4|0.0198|0.0198|0.11|0.11|0.31|4.338707161612738|0|0|1
D-42.156|20.0|0.16|0.0482|0.8458|0.0|0.08|0.8|0.0|0.0|1.0|1.0|1.0|1.0|0.0|0.0|0.1|0.1|0.0|1.1169262571932954|0|0|1
E-30.11|1000.0|0.605|0.1|1.1596837945|0.0|0.605|0.0|0.00625|0.6875|3.0769230769|2.8125|0.4|1.0|0.01139937106918239|0.0|0.09375|0.09375|0.0|2.099753509031621|0|0|1
C-40.11|30.0|0.4|0.14|1.4509091|0.0|0.322|0.101|0.0|0.0|1.3333333|1.3333333|0.45|0.45|0.052|0.052|0.2|0.2|0.1|3.2867717700292096|0|0|1
D-25.11|1000.0|0.7|0.149|1.368|0.0|0.7|0.0|0.0|0.0|3.0|3.0|1.0|1.0|0.0|0.0|0.1|0.1|0.0|2.921872989966119|0|0|1
E-15.76|20.0|0.47|0.1465|1.559|0.0|0.44|0.0|0.04|0.4|1.25|1.25|0.4|0.4|0.0198|0.0198|0.17|0.17|0.38|3.794734270013552|0|0|1
A-31.3|9.67|0.1365|0.0505|0.8696801936|0.0|0.1365|0.0|0.0|0.0|3.0|3.0|0.4|0.4|0.03|0.03|0.0635|0.0885|0.09145|1.1808868809720496|0|0|1
E-41.37|1000.0|0.5015384615384616|0.1753846153846154|2.6311740579210876|0.0|0.4153846153846154|0.2153846153846154|-0.11384615384615385|0.46153846153846156|1.25|1.5|0.4|0.4|0.035076923076923075|0.035076923076923075|0.2676923076923077|0.2676923076923077|0.09230769230769231|10.809069173525723|0|0|1
A-41.60|83.8697297|0.3|0.1347|1.64|0.0|0.3|0.0|0.0|0.0|4.0|4.0|0.4|0.4|0.0625|0.0625|0.125|0.125|0.2|4.199299353761024|0|0|1
D-36.24|48.1920589|0.262|0.1103|1.756|0.0|0.262|0.0|0.0|0.0|2.7|2.7|1.0|1.0|0.0|0.0|0.083|0.118|0.0|4.814355566663762|0|0|1
D-41.8|10.0|0.4|0.194|2.694|0.0|0.4|0.0|0.0|0.0|1.7320508075688774|1.7320508075688774|1.0|1.0|0.0|0.0|0.42000000000000015|0.42|0.0|11.33141960315019|0|0|1
F-30.29|50.0|0.155|0.06139|1.384|0.0|0.155|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.085|0.085|0.0|2.9906205915220387|0|0|1
E-15.343|20.0|0.47|0.1228|1.418|0.0|0.44|0.0|-0.04|0.65|1.25|1.25|0.4|0.4|0.0388|0.0388|0.11|0.11|0.17|3.1393634718143146|0|0|1
D-24.1|1000.0|0.7|0.076|1.7745454545|0.0|0.7|0.0|0.0|0.0|4.0|4.0|1.0|1.0|0.0|0.0|0.1|0.1|0.0|4.916583228454304|0|0|1
F-25.23|50.0|0.2|0.132|2.3|0.0|0.2|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.4|0.4|0.0|8.259329856259598|0|0|1
G-2.109|1000.0|0.515|0.1279|1.222|25.0|0.485|0.13|0.0|0.0|2.0|2.0|0.4|0.4|0.042|0.042|0.1|0.1|0.13|2.3314792296927713|0|0|1
D-43.334|1000.0|0.55|0.1324|1.568|0.0|0.55|0.0|0.0|0.0|0.36397023426620245|0.36397023426620245|1.0|1.0|0.0|0.0|0.019999999999999907|0.019999999999999907|0.0|3.8386742171108517|0|0|1
F-30.4|10.0|0.09|0.05953|1.096|0.0|0.09|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.15|0.15|0.0|1.8754705430277379|0|0|1
F-33.76|10.0|0.155|0.0825|0.93976117|0.0|0.155|0.0|0.077|0.36|2.0|0.0|1.0|1.0|0.0|0.0|0.25|0.25|0.0|1.3788725689398975|0|0|1
D-31.34|1000.0|0.874|0.15|1.3727272727|0.0|0.874|0.0|0.11|0.0|3.0|0.0|1.0|1.0|0.0|0.0|0.322|0.322|0.0|2.942101580169854|0|0|1
F-33.15|10.0|0.3|0.0948|1.19905138|0.0|0.139|0.36|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.176|0.176|0.0|2.2447331773623813|0|0|1
G-3.183|1000.0|0.455|0.1417|1.726|45.0|0.425|0.13|0.0|0.0|2.0|2.0|0.47|0.47|0.04|0.04|0.16|0.16|0.13|4.65126112492749|0|0|1
G-2.52|1000.0|0.485|0.1217|1.528|10.0|0.455|0.13|0.0|0.0|2.0|2.0|0.4|0.4|0.042|0.042|0.13|0.13|0.13|3.6453215877348226|0|0|1
D-21.38|52.0|0.4|0.157|2.1818181818|0.0|0.4|0.0|-0.155|0.0|2.0|0.0|1.0|1.0|0.0|0.0|0.3|0.3|0.0|7.4323516960524945|0|0|1
F-33.49|50.0|0.255|0.0681|0.93059289|0.0|0.098|0.36|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.217|0.217|0.0|1.352099334928652|0|0|1
D-43.190|1000.0|0.525|0.1312|1.87|0.0|0.525|0.0|0.0|0.0|1.19175359259421|1.19175359259421|1.0|1.0|0.0|0.0|0.04499999999999993|0.04499999999999993|0.0|5.45974491008586|0|0|1
A-34.103|52.0|0.4|0.158|1.3090909091|0.0|0.4|0.0|-0.155|0.15|2.0|0.0|0.55|0.55|0.045|0.045|0.24|0.24|0.0|2.6756466106606536|0|0|1
D-22.24|20.0|0.3|0.17815|2.1099537436|0.0|0.3|0.0|0.0|0.0|2.0|2.0|1.0|1.0|0.0|0.0|0.2|0.2|0.0|6.950803446682951|0|0|1
E-11.19|140.0|0.25|0.107|1.50154977|0.0|0.25|0.0|0.0357142857|0.2857142857|6.0|2.5|1.0|1.0|0.0|0.0|0.1642857143|0.1642857143|0.0|3.520210245487641|0|0|1
D-22.20|20.0|0.3|0.1471|2.4585567413|0.0|0.3|0.0|0.0|0.0|2.0|2.0|1.0|1.0|0.0|0.0|0.2|0.2|0.0|9.437340196957765|0|0|1
E-15.171|20.0|0.47|0.09846|1.24|0.0|0.44|0.0|0.04|0.3|1.25|1.25|0.4|0.4|0.0198|0.0198|0.11|0.11|0.38|2.4006702432863443|0|0|1
F-38.151|1000.0|0.6|0.15|1.7272727|0.0|0.45|0.15|0.0|0.0|0.0|-0.5773503|1.0|1.0|0.0|0.0|0.15|0.15|0.0|4.658123051373019|0|0|1
A-39.9|1000.0|0.51|0.1356|1.27272727|0.0|0.51|0.0|0.0|0.0|1.5|1.5|0.4|0.4|0.06|0.06|0.19|0.19|0.18|2.5290641079989453|0|0|1
D-45.72|111.1111|0.42|0.1626|1.647|0.0|0.42|0.0|0.0|0.0|2.0|2.0|1.0|1.0|0.0|0.0|0.16|0.22|0.0|4.235223535360775|0|0|1
F-11.48|1000.0|0.7|0.1535|1.4830546988123605|0.0|0.7|0.0|0.15|0.6666666666666666|2.0|0.0|1.0|1.0|0.0|0.0|0.18|0.18|0.0|3.434025196822087|0|0|1
D-43.300|1000.0|0.55|0.06375|1.345|0.0|0.55|0.0|0.0|0.0|0.577350269189626|0.577350269189626|1.0|1.0|0.0|0.0|0.019999999999999907|0.019999999999999907|0.0|2.8244488077920646|0|0|1
F-21.21|50.0|0.61|0.15|1.745|0.0|0.61|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.193|0.193|0.0|4.7542279575721915|0|0|1
G-2.117|1000.0|0.515|0.1089|1.462|25.0|0.485|0.13|0.0|0.0|2.0|2.0|0.4|0.4|0.042|0.042|0.1|0.1|0.13|3.3372126739665298|0|0|1
F-28.63|1000.0|0.69|0.123|2.6426257916|0.0|0.69|0.0|0.1725|0.33|1.3333333333|0.0|1.0|1.0|0.0|0.0|0.255|0.255|0.0|10.903363165474687|0|0|1
D-43.246|1000.0|0.5|0.06771|1.35|0.0|0.5|0.0|0.0|0.0|1.0|1.0|1.0|1.0|0.0|0.0|0.06999999999999995|0.06999999999999995|0.0|2.8454874599306472|0|0|1
A-38.27|100.0|0.25|0.0951|1.00909091|0.0|0.19|0.1|0.0|0.0|2.0|2.0|0.4|0.4|0.037|0.037|0.132|0.132|0.2|1.589826482874778|0|0|1
F-36.40|1000.0|0.172|0.09375|1.618|0.0|0.172|0.0|-0.0333|0.0|0.0|-5.0|1.0|1.0|0.0|0.0|0.0583|0.1|0.0|4.087390898793679|0|0|1
F-38.7|1000.0|0.55|0.06|1.7272727|0.0|0.4|0.15|-0.05|0.0|0.0|1.7320508|1.0|1.0|0.0|0.0|0.2|0.2|0.0|4.658123051373019|0|0|1
F-38.210|1000.0|0.6|0.09|1.7272727|0.0|0.45|0.15|0.0|0.0|0.0|-1.7320508|1.0|1.0|0.0|0.0|0.15|0.15|0.0|4.658123051373019|0|0|1
D-44.76|111.11111111111109|0.41|0.07362|2.192|0.0|0.41|0.0|0.0|0.0|3.0|3.0|1.0|1.0|0.0|0.0|0.21|0.21|0.0|7.501882172110951|0|0|1
C-15.12|1000.0|0.1444201313|0.0897155361|2.0306083238|0.0|0.0818380744|0.0299781182|0.0|0.0|1.5|1.5|0.43|0.43|0.0403|0.0403|0.1006564551|0.1181619256|0.1172866521|6.4378590377315446|0|0|1
A-38.19|100.0|0.25|0.109|1.36363636|0.0|0.19|0.1|0.0|0.0|2.25|2.25|0.4|0.4|0.031|0.031|0.132|0.132|0.2|2.9032623658348267|0|0|1
A-34.93|52.0|0.5|0.163|1.3090909091|0.0|0.5|0.0|-0.055|0.15|2.0|0.0|0.55|0.55|0.045|0.045|0.14|0.14|0.0|2.6756466106606536|0|0|1
D-21.37|52.0|0.4|0.182|1.9636363636|0.0|0.4|0.0|-0.155|0.0|2.0|0.0|1.0|1.0|0.0|0.0|0.3|0.3|0.0|6.0202048736798845|0|0|1
E-15.169|20.0|0.47|0.1256|1.454|0.0|0.44|0.0|0.04|0.5|1.25|1.25|0.4|0.4|0.0198|0.0198|0.11|0.11|0.38|3.3007904344794174|0|0|1
C-10.4|1000.0|0.721|0.09214|1.026|0.0|0.721|0.0|0.0|0.0|1.5|1.5|0.5|0.5|0.03|0.03|0.071|0.071|0.08917021672758628|1.6435535568559414|0|0|1
C-8.4|1000.0|0.7234999999999999|0.09456|1.191|0.0|0.7234999999999999|0.0|0.0|0.0|1.5|1.5|0.47|0.47|0.03|0.03|0.071|0.071|0.08917021672758628|2.2146885583812805|0|0|1
D-42.41|20.0|0.16|0.06828|0.991818|0.0|0.16|0.0|0.0|0.0|4.0|4.0|1.0|1.0|0.0|0.0|0.04|0.04|0.0|1.5358652371177979|0|0|1
E-15.627|20.0|0.27|0.1093|1.584|0.0|0.24|0.0|0.04|0.5|1.25|1.25|0.4|0.4|0.0198|0.0198|0.17|0.17|0.31|3.917414202613854|0|0|1
F-38.40|1000.0|0.55|0.12|1.7272727|0.0|0.4|0.15|-0.05|0.0|0.0|1.0|1.0|1.0|0.0|0.0|0.2|0.2|0.0|4.658123051373019|0|0|1
E-15.356|20.0|0.47|0.1319|1.477|0.0|0.44|0.0|-0.04|0.65|1.25|1.25|0.4|0.4|0.0388|0.0388|0.11|0.11|0.17|3.4060430249520137|0|0|1
G-2.7|1000.0|0.515|0.08823|1.116|10.0|0.485|0.13|0.0|0.0|2.0|2.0|0.4|0.4|0.042|0.042|0.1|0.1|0.13|1.9445428970619394|0|0|1
F-38.223|1000.0|0.65|0.12|1.7272727|0.0|0.5|0.15|0.05|0.0|0.0|-1.7320508|1.0|1.0|0.0|0.0|0.1|0.1|0.0|4.658123051373019|0|0|1
E-15.672|20.0|0.25774327122153207|0.06209|1.038|0.0|0.23|0.0|0.02|0.21|1.25|1.25|0.4|0.4|0.0103|0.0103|0.07|0.07|0.09|1.6822240827311472|0|0|1
C-1.3|1000.0|0.7264999999999999|0.106|1.097|0.0|0.7264999999999999|0.0|0.0|0.0|1.5|1.5|0.46|0.46|0.032|0.032|0.086|0.086|0.09467251057546976|1.8788944958396048|0|0|1
D-45.29|120.0|0.53|0.1007|1.226|0.0|0.53|0.0|0.0|0.0|2.0|2.0|1.0|1.0|0.0|0.0|0.01|0.09|0.0|2.346767577131806|0|0|1
C-36.29|1000.0|0.4|0.136|1.572727273|0.0|0.4|0.0|0.0|0.0|1.5|1.5|0.47|0.47|0.045|0.045|0.11|0.11|0.15|3.8618551040279554|0|0|1
D-44.32|111.1111111111111|0.36|0.1089|1.4|0.0|0.36|0.0|0.0|0.0|2.0|2.0|1.0|1.0|0.0|0.0|0.26|0.26|0.0|3.0601675837937266|0|0|1
F-11.38|1000.0|0.85|0.135|1.4455700830515876|0.0|0.85|0.0|0.3|1.3333333333333333|2.0|0.0|1.0|1.0|0.0|0.0|0.03333333333333333|0.03333333333333333|0.0|3.262627123596182|0|0|1
D-22.59|50.0|0.2|0.1285|2.505290562|0.0|0.2|0.0|0.0|0.0|4.0|4.0|1.0|1.0|0.0|0.0|0.3|0.3|0.0|9.799532186023127|0|0|1
D-23.24|1000.0|0.7|0.121|1.7745454545|0.0|0.7|0.0|0.0|0.0|6.0|6.0|1.0|1.0|0.0|0.0|0.1|0.1|0.0|4.916583228454304|0|0|1
F-38.182|1000.0|0.65|0.06|1.0|0.0|0.5|0.15|0.05|0.0|0.0|-1.0|1.0|1.0|0.0|0.0|0.1|0.1|0.0|1.5613099917314934|0|0|1
A-41.74|83.8697297|0.3|0.13|1.67|0.0|0.3|0.0|0.0|0.0|4.0|4.0|0.4|0.4|0.0625|0.0625|0.125|0.125|0.2|4.354337435939962|0|0|1
F-33.35|50.0|0.3|0.0544|1.41249012|0.0|0.139|0.36|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.176|0.176|0.0|3.115013810619764|0|0|1
D-42.44|20.0|0.16|0.07004|0.991818|0.0|0.16|0.0|0.0|0.0|4.0|4.0|1.0|1.0|0.0|0.0|0.06|0.06|0.0|1.5358652371177979|0|0|1
E-20.187|20.0|0.16|0.0884|1.1909|0.0|0.16|0.0|0.08|0.8|1.0|1.0|1.0|1.0|0.0|0.0|0.1|0.1|0.0|2.2143166699543504|0|0|1
F-33.86|10.0|0.155|0.1|1.44702885|0.0|0.155|0.0|0.077|0.36|2.0|0.0|1.0|1.0|0.0|0.0|0.25|0.25|0.0|3.2692152705145383|0|0|1
A-35.19|1000.0|0.75|0.20362916|2.7|0.0|0.75|0.0|0.0|0.0|2.0|2.0|0.4|0.4|0.051|0.051|0.35|0.35|0.204|11.381949839722589|0|0|1
A-38.7|100.0|0.25|0.0919|1.05454545|0.0|0.19|0.1|0.0|0.0|2.25|2.25|0.4|0.4|0.031|0.031|0.132|0.132|0.2|1.7362799229443815|0|0|1
D-22.53|50.0|0.3|0.12875|1.6862188618|0.0|0.3|0.0|0.0|0.0|4.0|4.0|1.0|1.0|0.0|0.0|0.2|0.2|0.0|4.439325861923766|0|0|1
D-43.25|1000.0|0.525|0.0992|1.605|0.0|0.525|0.0|0.0|0.0|2.7474774194546225|2.7474774194546225|1.0|1.0|0.0|0.0|0.04499999999999993|0.04499999999999993|0.0|4.02197357145012|0|0|1
D-9.50|100.0|0.094|0.058|4.26|0.0|0.094|0.0|0.0|0.0|2.5|2.5|1.0|1.0|0.0|0.0|0.16|0.16|0.0|28.334029205946447|0|0|1
G-15.76|1000.0|0.72|0.111|1.2636364|10.0|0.72|0.0|0.0|0.0|4.0|4.0|1.0|1.0|0.0|0.0|0.24|0.24|0.0|2.4930638087951174|0|0|1
F-35.23|13.0|0.53|0.2492|3.004|0.0|0.53|0.0|0.0|0.0|0.1|0.1|1.0|1.0|0.0|0.0|1.46|1.46|0.0|14.089286346344863|0|0|1
A-39.137|1000.0|0.59|0.1728|2.0|0.0|0.59|0.0|0.0|0.0|1.5|1.5|0.4|0.4|0.06|0.06|0.11|0.16|0.18|6.245239966925974|0|0|1
A-34.140|52.0|0.5|0.16|2.1818181818|0.0|0.5|0.0|-0.055|0.3|2.0|0.0|0.55|0.55|0.045|0.045|0.14|0.14|0.0|7.4323516960524945|0|0|1
C-61.4|500.0|0.538|0.1696|2.2545454545|0.0|0.338|0.16|0.0|0.0|1.5|1.5|0.47|0.47|0.0576|0.0576|0.278|0.242|0.16|7.936099977486093|0|0|1
F-47.11|1000.0|0.6|0.2953333333|1.9917183909|0.0|0.5|0.1666666667|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.1|0.2666666667|0.1016666667|6.193626413306928|0|0|1
C-52.10|120.0|0.3234441222|0.1115324559|1.3455399596|0.0|0.2297568592|0.169529333|0.0|0.0|2.0|2.0|0.47|0.47|0.04072846049135154|0.04072846049135154|0.2007584207|0.1672986839|0.1940664733|2.826717052219002|0|0|1
A-35.71|1000.0|0.75|0.155261|2.7|0.0|0.75|0.0|0.0|0.0|2.0|2.0|0.45|0.45|0.051|0.051|0.35|0.35|0.204|11.381949839722589|0|0|1
G-2.18|1000.0|0.515|0.09664|1.435|10.0|0.485|0.13|0.0|0.0|2.0|2.0|0.4|0.4|0.042|0.042|0.1|0.1|0.13|3.2150885677232846|0|0|1
A-3.87|1000.0|0.455|0.14|1.615|0.0|0.425|0.13|0.0|0.0|2.0|2.0|0.4|0.4|0.042|0.042|0.16|0.16|0.13|4.072247753183874|0|0|1
A-41.115|30.4044944|0.25|0.1335|1.89|0.0|0.25|0.0|0.05|0.0|2.0|4.0|0.4|0.4|0.0625|0.0625|0.175|0.175|0.2|5.5771554214640675|0|0|1
A-34.73|52.0|0.5|0.093|1.3090909091|0.0|0.5|0.0|0.0|0.0|2.0|2.0|0.55|0.55|0.045|0.045|0.1|0.14|0.15|2.6756466106606536|0|0|1
E-15.209|20.0|0.47|0.1143|1.136|0.0|0.44|0.0|0.04|0.5|1.25|1.25|0.4|0.4|0.0198|0.0198|0.17|0.17|0.31|2.014864299089525|0|0|1
A-35.230|1000.0|0.75|0.14|3.2363636364|0.0|0.75|0.0|0.0|0.0|2.0|2.0|0.55|0.55|0.051|0.051|0.35|0.35|0.204|16.353238274093318|0|0|1
F-36.41|1000.0|0.172|0.06704|1.289|0.0|0.172|0.0|-0.0333|0.0|0.0|-5.0|1.0|1.0|0.0|0.0|0.0583|0.1|0.0|2.5941493387717025|0|0|1
A-35.20|1000.0|0.75|0.13845|3.0363636364|0.0|0.75|0.0|0.0|0.0|2.0|2.0|0.4|0.4|0.051|0.051|0.35|0.35|0.204|14.394503920807463|0|0|1
G-2.25|1000.0|0.545|0.08768|1.283|10.0|0.515|0.13|0.0|0.0|2.0|2.0|0.4|0.4|0.042|0.042|0.07|0.07|0.13|2.570055202979302|0|0|1
A-41.104|40.0038738|0.25|0.1347|1.719|0.0|0.25|0.0|0.05|0.0|2.0|4.0|0.4|0.4|0.0625|0.0625|0.175|0.175|0.2|4.613610134476886|0|0|1
D-42.144|20.0|0.16|0.0293|0.6793|0.0|0.08|0.4|0.0|0.0|4.0|4.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.7204641381064102|0|0|1
E-15.497|20.0|0.37|0.1336|1.433|0.0|0.34|0.0|-0.11|0.0|1.25|1.25|0.4|0.4|0.0388|0.0388|0.11|0.11|0.31|3.206132893610713|0|0|1
D-42.110|20.0|0.16|0.0874|1.1565|0.0|0.16|0.0|0.0|0.0|2.0|2.0|1.0|1.0|0.0|0.0|0.12|0.12|0.0|2.088240013788437|0|0|1
E-15.66|20.0|0.47|0.1171|1.422|0.0|0.44|0.0|0.04|0.4|1.25|1.25|0.4|0.4|0.0198|0.0198|0.17|0.17|0.24|3.157099953320385|0|0|1
G-19.1|1000.0|0.7|0.03|0.6899515|0.0|0.7|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.07|0.07|0.0|0.7432351922582089|0|0|1
C-29.16|50.0|0.405|0.129|1.2616600791|0.0|0.405|0.0|0.0|0.0|1.3333333333|1.3333333333|0.38|0.38|0.04198|0.04198|0.081|0.081|0.24975|2.4852716288052155|0|0|1
E-15.327|20.0|0.47|0.1136|1.334|0.0|0.44|0.0|-0.04|0.4|1.25|1.25|0.4|0.4|0.0388|0.0388|0.11|0.11|0.17|2.77843856364573|0|0|1
